,Unnamed: 0,Unnamed: 0.1,Coffee Name,Roaster Name,Roaster Location,Coffee Origin,Rating,Roast Level,Review Date,Price,Agtron,Flavor,Body,Aroma,Aftertaste,Acidity,Bottom Line,Prices Per Oz,Agtron Whole,Agtron Ground,Coffee Country
1140,1140,1794,Panama Esmeralda Especial Geisha Bosque 2,Temple Coffee and Tea,"Sacramento, California","Boquete growing region, western Panama",94,Medium,December 2014,$62.00/8 ounces,50/65,10,8,9,9,8.0,"An exceptional choice for the lovers of richly complex, pleasingly bittersweet beverages; bitters-heavy mixed drinks and cocktails, to offer only one example.",7.75,50,65,Panama
1141,1141,1795,Gratitude Special Blend,Geisha Coffee Roaster,"Longwood, Florida",Costa Rica.,94,Medium,December 2014,$12.50/12 ounces,46/64,9,9,9,8,9.0,"Those who enjoy mulled wine or similar beverages that merge the tart, the sweet and the savory may particularly enjoy this unusual blend.",1.04,46,64,Costa Rica
1142,1142,1796,Nicaragua Pacamara Reserve Los Congos,Dragonfly Coffee Roasters,"Boulder, Colorado","San Fernando, Nueva Segovia region, Nicaragua.",94,Medium-Light,December 2014,$18.00/12 ounces,57/73,9,9,9,9,8.0,"Those who prefer richness and low-toned intricacy in a coffee with a distinctive sensory profile and big, dramatic beans.",1.5,57,73,Nicaragua
1143,1143,1798,Holiday Blend,Flight Coffee Co.,"Bedford, New Hampshire",World Blend,93,Medium-Light,December 2014,$14.50/12 ounces,59/80,9,9,9,7,9.0,"Brings an appropriately savory-sweet, spicy presence to the holiday cup.",1.21,59,80,World Blend
1144,1144,1799,Holiday Blend,Seattle Coffee Works,"Seattle, Washington",World Blend,93,Light,December 2014,$14.45/12 ounces,61/83,9,8,9,8,9.0,Lovers of the richly and sweetly bright; a classic cup on steroids.,1.2,61,83,World Blend
1145,1145,1800,Holiday Blend,Velton's Coffee,"Everett, Washington",World Blend,93,Medium,December 2014,$17.50/16 ounces,54/67,9,9,8,9,8.0,The engaging juxtaposition of sweet and dry tendencies in this seasonal blend resolve with particularly satisfying richness in an unusually long and complex finish.,1.09,54,67,World Blend
1146,1146,1801,California Grown Coffee: Caturra 2014 Crop,Good Land Organics,"Goleta, California",California.,91,Light,December 2014,$27.00/5 ounces,65/80,8,8,9,8,8.0,"A curiosity from close to home, this first-ever California-grown coffee is impressively balanced, deep and quietly intricate.",5.4,65,80,USA
1147,1147,1802,Kenya Kaiguri Peaberry,Chocolate Fish Coffee Roasters,"Sacramento, California","Nyeri County, Central Highlands, Kenya.",93,Medium-Light,December 2014,$16.75/12 ounces,54/78,9,8,9,8,9.0,"A Kenya for aficionados, with the deep, sweetly tart, slightly savory structure of the style supporting a distinctive set of aromatics. The interesting tobacco note suggests the fragrantly fruity style of tobacco called perique.",1.4,54,78,Kenya
1148,1148,1805,Guatemala Jimenez Vasquez micro-lot,BeanFruit Coffee Co.,"Jackson, Mississippi","Huehuetenango growing region, Guatemala.",90,Medium-Light,December 2014,$14.00/12 ounces,52/75,8,8,8,8,8.0,Those who enjoy quiet complexity in a low-toned though resonant classic Guatemala cup.,1.17,52,75,Guatemala
1149,1149,1807,Ethiopia Ninety Plus Hachira N2,Papa Lin's Coffee Roasting,"Yorktown Heights, New York","Yirgacheffe growing region, southern Ethiopia.",95,Medium,December 2014,$30.00/12 ounces,51/67,9,9,10,9,8.0,Fireworks and subtle grace in a striking cup that should both comfort and excite.,2.5,51,67,Ethiopia
1150,1150,1808,Perci Red Panama Gesha,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",95,Light,December 2014,$72.45/12 ounces,74/101,9,9,9,9,9.0,A very light-roasted presentation encourages contemplation of a dried-in-the-fruit green coffee as absolutely pure as it is vibrant and intricate.,6.04,74,101,Panama
1151,1151,1809,Kenya Karagoto,Allegro Coffee Roasters,"Berkeley, California","Nyeri County, Central Highlands, Kenya.",94,Medium,December 2014,$12.99/12 ounces,54/66,9,8,9,9,9.0,"A particularly fine, floral-toned version of the classic Kenya profile, delicate and giddy in its sweet flowers and berry working over drier, more savory suggestions.",1.08,54,66,Kenya
1152,1152,1810,Nekisse Natural Process Ethiopia,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",94,Light,December 2014,$30.95/12 ounces,64/89,9,8,9,9,9.0,"An engagingly lush yet cleanly crisp, intricately layered version of the great Ethiopia natural or dried-in-the-fruit cup.",2.58,64,89,Ethiopia
1153,1153,1811,Costa Rica Santa Rosa 1900,Allegro Coffee,"Berkeley, California","Tarrazu growing region, central Costa Rica.",93,Medium-Light,December 2014,$12.99/12 ounces,55/67,9,9,9,8,8.0,"hose who enjoy classic coffees with a round, deep, syrupy profile and quiet complexity.",1.08,55,67,Costa Rica
1154,1154,1812,Lycello Panama Gesha,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",93,Light,December 2014,$47.45/12 ounces,66/93,9,8,9,8,9.0,"Light roasting develops the delicate, refreshing, very gently tart character of this coffee. The distinct pear-like notes, crisp yet juicy, are particularly attractive and unusual.",3.95,66,93,Panama
1155,1155,1813,Sulawesi Toarco Peaberry,Allegro Coffee,"Berkeley, California","Toraja growing region, south-central Sulawesi, Indonesia.",90,Medium,December 2014,$12.99/12 ounces,50/63,8,8,9,7,8.0,"Those who prefer the low-toned exotic in a round, resonant cup.",1.08,50,63,Indonesia
1156,1156,1814,Java Sunda Hejo Micro-Lot,Allegro Coffee,"Berkeley, California","Eastern Indonesia, Indonesia.",88,Medium,December 2014,$12.99/12 ounces,49/58,8,8,8,7,7.0,"Those who value the rather rough, earthy style of Indonesian coffees.",1.08,49,58,Indonesia
1157,1157,1815,Costa Rica La Nena Red Honey,Kakalove Cafe,"Chia-Yi, Taiwan","Central Valley growing region, Costa Rica.",92,Medium-Light,November 2014,$16.00/16 ounces,56/76,9,9,9,7,8.0,An attractive coffee for those who prefer naturally sweet coffees with quiet acidity but gently lively aromatics.,1.0,56,76,Costa Rica
1158,1158,1818,Kenya Gondo,Revel Coffee,"Billings, Montana.","Murang’a County, central Kenya.",93,Light,November 2014,$14.50/12 ounces,63/85,9,8,9,8,9.0,,1.21,63,85,Kenya
1159,1159,1819,Ethiopia Yirgacheffe Gutiti,Paradise Roasters,"Ramsey, Minnesota","Kochere, Yirgacheffe growing region, south-central Ethiopia.",94,Medium,November 2014,$16.95/12 ounces,52/69,9,9,10,8,8.0,"Those who enjoy the intense, complex flowers and tart, sweet vivacity of a classic Yirgacheffe.",1.41,52,69,Ethiopia
1160,1160,1820,Ulos Batak Sumatra Peaberry,JBC Coffee Roasters,"Madison, Wisconsin","Northern Indonesia, Indonesia.",95,Medium-Light,November 2014,$18.50/12 ounces,54/78,9,9,9,9,9.0,Knock-out Sumatra. As elegant as it is earthy and exotic.,1.54,54,78,Indonesia
1161,1161,1822,Emilse Luna Colombia,JBC Coffee Roasters,"Madison, Wisconsin","Pitalito, Huila Department, southwestern Colombia.",91,Light,November 2014,$14.25/12 ounces,63/80,8,8,9,8,8.0,"A straightforward, refreshing cup in the traditional American breakfast coffee mode.",1.19,63,80,Colombia
1162,1162,1823,Ethiopia Konga,Lexington Coffee Roasters,"Lexington, Virginia","Konga District, Yirgacheffe growing region, southern Ethiopia.",94,Medium-Light,November 2014,$16.95/12 ounces,56/76,9,8,9,9,9.0,"Those who enjoy big, fruity red table wines. This is a dried-in-the-fruit coffee that makes no apologies for its lush, brandy-soaked sweetness.",1.41,56,76,Ethiopia
1163,1163,1824,Kenya Kieni,Lexington Coffee Roasters,"Lexington, Virginia","Nyeri County, Central Highlands, Kenya.",93,Medium-Light,November 2014,$17.50/12 ounces,51/77,9,8,9,9,8.0,"Those who enjoy the engagingly different in coffee. This is not a typical Kenya, but it is certainly a pleasing and distinctive one.",1.46,51,77,Kenya
1164,1164,1825,Papua New Guinea Kimel,Lexington Coffee Roasters,"Lexington, Virginia","Wahgi Valley, Western Highlands, Papua New Guinea.",92,Medium-Light,November 2014,$13.95/12 ounces,53/73,9,9,8,8,8.0,"A subtly original coffee that rewards patience. A fine choice for those who prefer quiet, nuanced depth to assertive brightness.",1.16,53,73,Papua New Guinea
1165,1165,1826,Colombia Cauca,Lexington Coffee Roasters,"Lexington, Virginia","Valle de Cauca Department, southwestern Colombia.",91,Medium-Light,November 2014,$14.95/12 ounces,59/80,9,8,8,8,8.0,Those who enjoy quiet balance in a classic lighter-roasted Latin-American breakfast cup.,1.25,59,80,Colombia
1166,1166,1832,Costa Rica Finca El Llano,BeanFruit Coffee Co.,"Jackson, MIssissippi","San Marcos, Tarrazu growing region, central Costa Rica.",90,Medium-Light,November 2014,$14.00/12 ounces,55/80,8,8,8,8,8.0,Those who enjoy a classic American breakfast cup with quietly rounded acidity and pleasing nuance.,1.17,55,80,Costa Rica
1167,1167,1833,Panama Mama Cata Natural,Geisha Coffee Roaster,"Longwood, Florida","Boquete growing region, western Panama.",95,Medium,November 2014,$33.95/12 ounces,42/63,9,9,9,9,9.0,"Extraordinary coffee, intense yet balanced, supporting a giddy avalanche of aromatic complexity.",2.83,42,63,Panama
1168,1168,1834,High Mountain Red Bourbon,Hula Daddy,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",95,Medium-Light,November 2014,$34.95/8 ounces,61/77,9,9,9,9,9.0,"A classic coffee, grandly structured but balanced, with a massive but gracefully expressed range of aroma and flavor.",4.37,61,77,USA
1169,1169,1835,Nicaragua Pacamara Reserve Los Congos,Old Soul Co.,"Sacramento, California","San Fernando, Nueva Segovia region, Nicaragua.",94,Medium-Light,November 2014,$18.00/12 ounces,56/73,9,9,9,9,8.0,Those who prefer depth and resonance to brightness in an engagingly complex coffee.,1.5,56,73,Nicaragua
1170,1170,1836,Panama Duncan Natural Gesha,Temple Coffee and Tea,"Sacramento, California","El Salto, Boquete growing region, Panama.",94,Light,November 2014,$47.00/8 ounces,61/81,9,8,9,9,9.0,"Lush and complex in flavor and aroma, crisp and bittersweet in structure, a remarkable cup for coffee adventurers patient enough to navigate its layered intricacy.",5.88,61,81,Panama
1171,1171,1837,Guatemala Acatenango Gesha,Revel Coffee,"Billings, Montana.","Acatenango growing region, Guatemala.",94,Light,November 2014,$22.00/8 ounces,72/87,9,9,9,9,8.0,"A fine variation on the great Gesha fruit, flower and cacao complex, supported by a structure simultaneously crisp and syrupy.",2.75,72,87,Guatemala
1172,1172,1838,El Socorro Pacamara Guatemala,PT's Coffee Roasting Co.,"Topeka, Kansas","Palencia, central Guatemala.",93,Medium-Light,November 2014,$22.78/12 ounces,60/78,9,8,9,8,8.0,Light roasting allows this Pacamara’s gently unusual character full expression.,1.9,60,78,Guatemala
1173,1173,1839,Esmeralda Leon Natural Geisha,Dragonfly Coffee Roasters,"Boulder, Colorado","Cañas Verdes, Boquete growing region, western Panama.",93,Medium-Light,November 2014,$48.50/8 ounces,55/75,9,9,9,8,8.0,"A fine variation on the great Gesha profile, with the full suite of Gesha aromatics, but showing a bit more chocolate and less floral than is typical for this distinguished variety.",6.06,55,75,Panama
1174,1174,1840,Colombia Cerro Azul Enano,Equator Coffees & Teas,"San Rafael, California","Valle del Cauca growing region, Colombia.",93,Light,November 2014,$17.95/12 ounces,60/82,9,8,9,8,9.0,"Some may prefer this quieter version of the Gesha cup; still exotic and complex, but a bit more chocolate, fewer flowers, less forward acidity. And for a coffee this distinguished and this close in expression to the famous and rare Gesha, an excellent value: in other words, quite a bit of Geshaness for relatively little money.",1.5,60,82,Colombia
1175,1175,1841,Kenya AA Kirimahiga,Papa Lin's Coffee Roasting,"Yorktown Heights, New York","Murang’a County, Central Kenya.",92,Medium-Light,November 2014,$18.00/12 ounces,51/73,9,8,9,8,8.0,"A quiet but vibrant rendition of the great Kenya SL 28 profile: juicy, gently pungent, with a shimmer of backgrounded flowers.",1.5,51,73,Kenya
1176,1176,1842,Nicaragua Mozonte ‘Elephant Bean’ Natural,Giv COFFEE,"Torrington, Connecticut","Nueva Segovia growing region, Nicaragua.",92,Medium-Light,November 2014,$13.99/12 ounces,59/79,9,8,9,8,8.0,Those aficionados interested in sampling a particularly fine version of the huge-beaned Maracaturra.,1.17,59,79,Nicaragua
1177,1177,1843,Imperial Reserve Juan Pena La Papaya Washed,Spyhouse Coffee Roasting,"Minneapolis, Minnesota","Saraguru growing region, southern Ecuador.",91,Medium-Light,November 2014,$22.00/12 ounces,52/72,9,8,8,8,8.0,"Those who enjoy a pure, subtle, gently sweet-toned cup.",1.83,52,72,Ecuador
1178,1178,1845,Kenya Kigwandi AA,Klatch Coffee,"Los Angeles, California","Nyeri County, central Kenya.",94,Medium-Light,October 2014,$19.95/12 ounces,53/70,9,9,9,8,9.0,"Those who appreciate big, sweet, resonating brightness and layered nuance in a superb Kenya.",1.66,53,70,Kenya
1179,1179,1846,Aeknauli Sumatra,JBC Coffee Roasters,"Madison, Wisconsin","Lintong growing region, northern Indonesia, Indonesia.",92,Medium-Light,October 2014,$14.25/12 ounces,57/71,9,9,8,8,8.0,"Fine choice for lovers of the traditional earthy Sumatra cup who want an upgrade to a, well, elegantly earthy Sumatra cup.",1.19,57,71,Indonesia
1180,1180,1848,Loma Alta El Salvador,Path Coffee Roasters,"Port Chester, New York","Chichontepec growing region, El Salvador.",91,Medium-Light,October 2014,$14.36/12 ounces,56/70,9,8,8,8,8.0,"Those who enjoy crisply dry, spice- and floral-toned white table wines.",1.2,56,70,El Salvador
1181,1181,1849,Rwanda Tumba Cocatu,Flight Coffee Co.,"Bedford, New Hampshire","Rulindo District, northern Rwanda.",92,Medium,October 2014,$14.50/12 ounces,50/58,9,8,9,8,8.0,Those who prefer bittersweetness and depth to tart brightness in a classic medium-roast cup.,1.21,50,58,Rwanda
1182,1182,1853,Guatemala Finca El Valle Antigua,Equator Coffees & Teas,"San Rafael, California","Antigua growing region, south-central Guatemala.",92,Medium-Light,October 2014,$14.95/12 ounces,56/73,9,8,9,8,8.0,"A balanced, quietly complete coffee that gracefully embodies the softly pungent, sweetly seductive tendencies associated with the classic Guatemala Antigua cup.",1.25,56,73,Guatemala
1183,1183,1855,MIG Washing Station Gikongoro Rwanda,Nossa Familia Coffee,"Portland, Oregon","Gikongoro, Nyamagabe region, southern Rwanda.",89,Medium-Light,October 2014,$14.00/12 ounces,58/75,8,8,8,7,8.0,"Those who enjoy crisply sweet, delicate coffees alive with floral, nut and fresh-cut aromatic wood notes.",1.17,58,75,Rwanda
1184,1184,1857,Nicaragua Las Hermanas FTO,Café Moto,"San Diego, California","Jinotega growing region, north-central Nicaragua.",88,Medium-Dark,October 2014,$14.57/16 ounces,44/55,8,8,7,7,8.0,A fine choice for those who enjoy a coffee with a roast note that complements without overwhelming the underlying character of the coffee.,0.91,44,55,Nicaragua
1185,1185,1860,Honey Margarita Colombia,DCR Coffee (Dillanos Coffee Roasters),"Sumner, Washington","Valle del Cauca Department, Colombia.",87,Medium,October 2014,$15.91/12 ounces,52/64,7,8,8,7,7.0,"The honey processing and a darkish medium roast together develop an almost Sumatra-like fusion of sweet fruit, aromatic wood, deep, perfumy flowers and a hint of clay-like earth.",1.33,52,64,Colombia
1186,1186,1861,Kenya Mathew Mugo,Kickapoo Coffee Roasters,"Driftless, Wisconsin","Kirinyaga County, central Kenya",94,Medium-Light,October 2014,$17.95/12 ounces,61/79,9,9,9,9,8.0,"Those who appreciate the powerful but sweet acidity of a very pure, finely nuanced Kenya.",1.5,61,79,Kenya
1187,1187,1862,Organic Ethiopian Banko Natural,Kickapoo Coffee Roasters,"Driftless, Wisconsin","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",94,Medium-Light,October 2014,$16.75/12 ounces,59/75,9,9,9,8,9.0,An unusually deep and dessert-like version of the great fruit-and-flowers Yirgacheffe profile.,1.4,59,75,Ethiopia
1188,1188,1863,Organic Ethiopian Hama Special Prep,Kickapoo Coffee Roasters,"Driftless, Wisconsin","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",91,Medium-Light,October 2014,$17.75/12 ounces,57/75,9,8,8,8,8.0,"Delicate, lemony and floral, sweet yet dry, this coffee may particularly appeal to lovers of analogous styles of white table wines.",1.48,57,75,Ethiopia
1189,1189,1864,Kenya Nyeri,Coastal Peaks Coffee,"San Luis Obispo, California","Nyeri County, Central Highlands, Kenya.",94,Medium,October 2014,$18.00 / 12 ounces,52/62,9,8,9,9,9.0,"Those who love the sweet, juicy intensity of big acidity, in this case wrapped in the resonance of complex floral, chocolate and bright fruit.",1.5,52,62,Kenya
1190,1190,1865,Ethiopia Yirgacheffe Borboya Washing Station,Uncommon Grounds Coffee and Tea,"Burlington, Vermont","Yirgacheffe growing region, southern Ethiopia.",92,Medium,October 2014,$9.00 / 8 ounces,52/66,9,8,8,8,9.0,"A pleasingly pungent and crisp version of the great Yirgacheffe profile; here deep-toned cocoa, nut and berry move forward, backgrounding the still lively floral notes.",1.12,52,66,Ethiopia
1191,1191,1866,Kenya Nyeri Othaya Peaberry,Caffe Luxxe,"Santa Monica, California","Nyeri County, central Kenya.",90,Medium-Dark,October 2014,$17.00/12 ounces,45/54,8,8,8,8,8.0,"A tactfully roast-rounded Kenya: gently bright, gracefully nuanced, chocolaty.",1.42,45,54,Kenya
1192,1192,1867,Kenya AA Wanjengi,Wood Burl Coffee Roasters,"Dayton, Ohio","Murang’a County, Central Kenya.",90,Medium-Light,October 2014,$18.00/12 ounces,60/79,8,8,8,8,8.0,A quiet but complex and original Kenya that should please those who prefer resonance to assertive brightness.,1.5,60,79,Kenya
1193,1193,1868,Konga Natural Ethiopia,PT's Coffee Roasting Co.,"Topeka, Kansas","Konga District, Yirgacheffe growing region, southern Ethiopia.",94,Light,October 2014,$17.82/12 ounces,62/84,10,9,9,8,8.0,"Lovers of cognacs and fine American rye and corn whiskies may particularly enjoy this big, sweetly dry, complex coffee.",1.49,62,84,Ethiopia
1194,1194,1870,Ethiopia Chele’ Lektu,BeanFruit Coffee Co.,"Jackson, MIssissippi","Yirgacheffe growing region, southern Ethiopia.",94,Medium,October 2014,$14.00/12 ounces,52/68,9,9,9,9,8.0,"A balanced structure supports a particularly sweet, graceful rendition of Yirgacheffe flowers, citrus and chocolate.",1.17,52,68,Ethiopia
1195,1195,1871,Costa Rica Cafetín San Martin 2000m,PT's Coffee Roasting Co.,"Topeka, Kansas","Tarrazu growing region, Costa Rica.",93,Light,October 2014,$18.72/12 ounces,61/82,9,8,8,9,9.0,"Classic American cup: bright but sweet, balanced, engaging, breakfasty.",1.56,61,82,Costa Rica
1196,1196,1872,Misty Valley Ethiopia,JBC Coffee Roasters,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia.",93,Medium-Light,October 2014,$14.50/12 ounces,57/72,9,8,9,8,9.0,"Those who enjoy delicate but authoritative beverages. Should make a very fine, refreshing iced coffee.",1.21,57,72,Ethiopia
1197,1197,1873,El Socorro Maracaturra,PT's Coffee Roasting Co.,"Topeka, Kansas","Palencia, central Guatemala.",92,Light,October 2014,$20.46/12 ounces,65/83,9,8,9,8,8.0,The quiet complexity and balanced resonance characteristic of this fine hybrid variety.,1.71,65,83,Guatemala
1198,1198,1874,Miravalle Honduras,JBC Coffee Roasters,"Madison, Wisconsin","Francisco Morazán Department, central Honduras.",91,Light,October 2014,$14.25/12 ounces,63/83,9,7,9,8,8.0,"A brisk, delicately lively coffee for fall mornings.",1.19,63,83,Honduras
1199,1199,1876,Amy’s Blend,Caribou Coffee,"Minneapolis, Minnesota",undisclosed.,91,Medium,September 2014,$15.99/16 ounces,52/61,8,8,9,8,8.0,"Complete, balanced version of a blend with an inspiring story and a good cause. A fat, deep resonance of sensation is perhaps its most striking sensory feature.",1.0,52,61,undisclosed
1200,1200,1877,Colombia Inza Cauca,True Stone Coffee,"Saint Paul, Minnesota","Valle de Cauca Department, western Colombia",90,Medium-Light,September 2014,$14.99/16 ounces,55/68,8,8,8,8,8.0,"Those who prefer the deep, low-toned, chocolaty style of Colombia coffee.",0.94,55,68,Colombia
1201,1201,1878,Sumatra Tano Batak,Paradise Roasters,"Ramsey, Minnesota","Lintong growing region, northern Indonesia, Indonesia.",93,Medium,September 2014,$13.95/12 ounces,50/57,9,8,9,9,8.0,"An excellent choice for upscaling Sumatra lovers as well as anyone who enjoys an exotic cup, simultaneously lush yet crisp.",1.16,50,57,Indonesia
1202,1202,1879,Ethiopia Yirgacheffe Gutiti,Parisi Artisan Coffee,"Kansas City, Missouri","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",93,Medium-Light,September 2014,$16.00/12 ounces,55/69,10,8,9,8,8.0,Those who enjoy a dramatically aromatic and crisply refreshing cup.,1.33,55,69,Ethiopia
1203,1203,1880,Kenya Ruarai AB,Parisi Artisan Coffee,"Kansas City, Missouri","Nyeri growing region, south-central Kenya.",93,Medium-Light,September 2014,$15.70/12 ounces,58/65,9,8,9,9,8.0,"Fine example of the great Kenya profile: complex, sweet though dry, juicy but grown-up.",1.31,58,65,Kenya
1204,1204,1882,Deri Kochoha Ethiopia,JBC Coffee Roasters,"Madison, Wisconsin","Sidamo (also Sidama) growing region, southern Ethiopia.",93,Medium-Light,September 2014,$14.85/12 ounces,56/72,9,8,9,8,9.0,"Extraordinarily sweetly bright and refreshing cup, a spring morning in September.",1.24,56,72,Ethiopia
1205,1205,1883,Costa Rica Cerro San Luis Honey,Chocolate Fish Coffee Roasters,"Sacramento, California","San Luis de Grecia, central Costa Rica.",91,Light,September 2014,$17.00/12 ounces,66/82,9,8,8,8,8.0,"Those who value a combination of floral sweetness and crisp, nutty chocolate in a balanced, quietly rich cup.",1.42,66,82,Costa Rica
1206,1206,1884,Kenya Nyeri Giakanja,The WestBean Coffee Roasters,"San Diego, California","Nyeri County, Central Highlands, Kenya.",95,Medium,September 2014,$28.00/16 ounces,50/55,9,9,9,9,9.0,"A superb coffee in virtually every respect, grandly structured and original in aromatics, with a fine balance between honey-like sweetness and pungent and tart notes.",1.75,50,55,Kenya
1207,1207,1887,Sumatra Tano Batak,Temple Coffee and Tea,Sacr,"Lintong growing region, northern Indonesia, Indonesia.",94,Medium,September 2014,$17.50/12 ounces,54/66,9,9,9,9,8.0,"Those who enjoy the new style of Sumatra, still rich and deep, but elegant and refined in its chocolate, pungent citrus and aromatic wood character.",1.46,54,66,Indonesia
1208,1208,1888,Rusty’s Hawaiian,PT's Coffee Roasting Co.,"Topeka, Kansas","Ka'u growing district, ""Big Island"" of Hawaii.",92,Light,September 2014,$20.00/8 ounces,68/89,9,8,8,8,9.0,"A very light-roasted, flawlessly prepared coffee for those who value purity, silken delicacy and fresh, crisp aromatics.",2.5,68,89,USA
1209,1209,1889,Colombia Granja La Esperanza Grand Cru Mokka,PT's Coffee Roasting Co.,"Topeka, Kansas","Valle del Cauca growing region, Colombia.",93,Light,September 2014,$20.00/8 ounces,60/83,9,9,9,8,8.0,"Aficionados interested in enjoying a delicate, subtly exotic version of the very rare Mokka variety of Arabica; anyone who values subtlety, purity and balance in the cup.",2.5,60,83,Colombia
1210,1210,1890,Ethiopia Amaro Gayo Natural,Temple Coffee and Tea,"Sacramento, California","Amaro region, southern Ethiopia.",93,Medium-Light,September 2014,$18.00/12 ounces,58/76,9,9,9,8,8.0,"A fine, elegantly complex dried-in-the-fruit Ethiopia profile, with particularly complex floral notes and just a hint of rum-like spirits.",1.5,58,76,Ethiopia
1211,1211,1891,Manzano Honey Process El Salvador,Topeca Coffee Roasters,"Tulsa, Oklahoma","Santa Ana Region, El Salvador.",92,Medium-Light,September 2014,$14.99/12 ounces,56/75,9,9,8,8,8.0,"Those who enjoy delicate balance in a finely structured, quietly complex cup.",1.25,56,75,El Salvador
1212,1212,1892,Panama Ironman Camilina Geisha,Klatch Coffee,"Los Angeles, California","Boquete growing region, western Panama.",97,Medium-Light,September 2014,$49.95/8 ounces,58/80,10,9,10,9,9.0,"Anyone who can afford it. The wet-processed Gesha profile, however complex and extraordinary, can be too bright and drying for many coffee drinkers, but here the dried-in-the-fruit or natural processing rounds and deepens the acidity – and everything else – in this utterly amazing, if dauntingly expensive, coffee.",6.24,58,80,Panama
1213,1213,1893,Panama Estate Reserve: Elida Estate Natural,Dragonfly Coffee Roasters,"Boulder, Colorado","Boquete growing region, western Panama.",94,Medium-Light,September 2014,$18.00/12 ounces,58/80,9,9,9,8,9.0,"Christmas in September. The dark chocolate, ripe fruit and hints of mint and warm spice suggest holiday pleasures.",1.5,58,80,Panama
1214,1214,1894,Byron’s Maracaturra Natural Nicaragua,Thanksgiving Coffee,"Fort Bragg, California","Matagalpa growing region, Nicaragua.",94,Light,September 2014,$16.50/12 ounces,64/80,9,9,9,8,9.0,"Aficionados may enjoy sampling an unusual variety and its enormous beans, but everyone with a refined coffee sweet tooth should enjoy the natural sweetness and tropical fruit (and drink) suggestions proposed by aroma and flavor.",1.38,64,80,Nicaragua
1215,1215,1895,Panama Chiriqui Finca Santa Teresa Geisha,Compelling & Rich,"Los Angeles, California","Volcan growing region, western Panama.",94,Light,September 2014,$18.00/8 ounces,72/87,9,8,9,9,9.0,Those interested in sampling the giddy intricacy of the Gesha profile in its unusual honey-process incarnation.,2.25,72,87,Panama
1216,1216,1896,Costa Rica Cerro San Luis Natural,Chocolate Fish Coffee Roasters,"Sacramento, California","San Luis de Grecia, central Costa Rica.",94,Medium-Light,September 2014,$17.90/12 ounces,57/74,9,8,9,9,9.0,Crisp cacao nib and cedar suggestions balance gently lush lily and brandy in this finely understated dried-in-the-fruit profile.,1.49,57,74,Costa Rica
1217,1217,1900,Panama Elida Natural Lot #5,Old Soul Co.,"Sacramento, California","Boquete growing region, western Panama.",93,Medium-Light,September 2014,$18.00/16 ounces,56/79,9,9,9,8,8.0,"Meditative coffee lovers. This quiet but balanced and subtle dried-in-the-fruit coffee encourages patient, attentive drinking.",1.12,56,79,Panama
1218,1218,1901,Finca Angelina Costa Rica Honey,Spyhouse Coffee Roasting,"Minneapolis, Minnesota","Los Robles de Naranjo, West Valley, Costa Rica.",93,Light,September 2014,$18.00/12 ounces,65/82,9,9,9,8,8.0,Those who enjoy sweetness and delicacy without simplicity.,1.5,65,82,Costa Rica
1219,1219,1902,El Salvador Finca Himalaya Honey,Equator Coffees & Teas,"San Rafael, California","Apaneca, Ahuachapan Department, El Salvador.",93,Medium,September 2014,$14.49/12 ounces,52/69,9,9,9,8,8.0,"Cabernet drinkers in particular may enjoy this big, rich honey-processed cup.",1.21,52,69,El Salvador
1220,1220,1903,Costa Rica Las Lajas Perla Negra Natural,Seattle Coffee Works,"Seattle, Washington","Central Valley growing region, Costa Rica.",93,Medium-Light,September 2014,$17.45/12 ounces,58/80,9,9,9,8,8.0,"Those who prefer depth, resonance and balance to bright assertion in a quietly nuanced cup.",1.45,58,80,Costa Rica
1221,1221,1904,El Salvador Malacara B,Cafe Grumpy,"Brooklyn, New York","Volcan de Santa Ana region, El Salvador.",93,Medium-Light,August 2014,$18.00/12 ounces,59/78,9,9,8,8,9.0,"The sweet yet dry fruit character of Bourbon-derived varieties of Arabica presents here with subtle understatement that should please those who value gentle acidity, full mouthfeel and quietly distinctive aromatics.",1.5,59,78,El Salvador
1222,1222,1905,Costa Rica Lobos 1 Rio Jorca,Big Shoulders Coffee,"Chicago, Illinois","San Ignacio Acosta, Tarrazu growing region, central Costa Rica.",93,Medium-Light,August 2014,$17.50/12 ounces,56/76,9,9,8,9,8.0,"Sophisticated flowers and chocolate, crisp and suave.",1.46,56,76,Costa Rica
1223,1223,1906,Guatemala La Bolsa,Cafe Grumpy,"Brooklyn, New York","La Libertad, Huehuetenango, Guatemala.",93,Medium-Light,August 2014,$18.00/12 ounces,59/77,9,9,8,8,9.0,"A very complete coffee; its natural, chocolaty sweetness may make it a good choice for those interested in transitioning from sweetener and whitener to taking their coffee black.",1.5,59,77,Guatemala
